NODE_ID,PAGE_RANK
605,2.893665161271427e-06
606,2.3753606674030406e-06
2657,1.9397689247412e-06
610,2.1868625724512487e-06
2659,1.4800599836310694e-06
2658,2.893665161271426e-06
4707,3.527957864116425e-06
2661,2.8936651612714267e-06
2665,1.4800599836310694e-06
2666,2.1168684198489717e-06
2669,1.9397689247412e-06
2670,2.406439416788148e-06
623,4.9243929378920464e-05
2672,6.336859438620452e-06
2671,2.6465715135613797e-06
626,2.023365651306946e-06
2675,1.4800599836310694e-06
628,1.4800599836310694e-06
2674,2.8936651612714263e-06
2678,1.4800599836310694e-06
2676,2.8936651612714263e-06
2680,4.47262386015917e-06
4729,1.4800599836310694e-06
2682,4.318963759244032e-06
2683,1.1833670358887409e-05
636,1.4800599836310694e-06
2684,4.318963759244032e-06
2685,7.138355843108064e-06
2686,3.195329663341591e-05
2688,2.8936651612714267e-06
635,3.600467750091606e-06
4733,5.387481917248691e-06
4735,2.1868625724512483e-06
2693,1.4800599836310694e-06
650,3.195329663341582e-05
651,3.1953296633415866e-05
2699,1.4800599836310694e-06
2700,6.382050381659708e-06
4753,3.195329663341584e-05
660,1.4800599836310694e-06
2711,1.4800599836310694e-06
2720,1.4800599836310694e-06
2721,1.951261709511189e-06
2725,3.985336126168015e-06
678,4.9243929378920464e-05
2726,1.4800599836310694e-06
2733,3.845522323981965e-06
687,1.4800599836310694e-06
2738,1.4800599836310694e-06
691,1.4800599836310694e-06
4791,1.4800599836310694e-06
708,8.225554686209589e-06
710,3.195329663341592e-05
2758,3.195329663341585e-05
4806,1.4800599836310694e-06
2763,5.593209168489961e-06
4812,1.4800599836310694e-06
717,4.513590053769581e-05
720,3.195329663341579e-05
721,1.4800599836310694e-06
2770,1.4800599836310694e-06
2771,3.195329663341584e-05
722,2.804389478201517e-06
4823,5.17553314317102e-06
4824,3.9252620373053e-06
2777,2.8936651612714267e-06
732,4.3072703389117835e-06
4828,1.4800599836310694e-06
733,2.8936651612714267e-06
2782,2.8936651612714267e-06
2784,1.4800599836310694e-06
4833,1.0295482616286879e-05
2786,1.4800599836310694e-06
2788,1.4800599836310694e-06
747,1.4800599836310694e-06
753,1.4800599836310694e-06
4855,2.893665161271426e-06
760,1.4800599836310694e-06
2812,1.4800599836310694e-06
768,3.195329663341585e-05
769,3.195329663341593e-05
770,6.783837526388223e-06
2817,1.4800599836310694e-06
2821,1.4800599836310694e-06
2822,5.691240116218906e-06
775,7.87467032839797e-06
2823,1.4800599836310694e-06
777,3.19532966334158e-05
778,1.4800599836310694e-06
2825,1.4800599836310694e-06
780,3.1953296633415785e-05
2828,1.4800599836310694e-06
786,1.4800599836310694e-06
2835,2.4319171463416077e-06
4884,4.023551387086691e-06
2838,2.1868625724512487e-06
801,2.1262996460540523e-05
4899,7.925585771709051e-06
4900,1.4800599836310694e-06
2859,1.4800599836310694e-06
814,3.195329663341592e-05
2866,1.4800599836310694e-06
4918,5.324229515294151e-06
823,7.851542883431307e-06
824,1.4800599836310694e-06
2870,3.195329663341584e-05
4921,1.4800599836310694e-06
4925,2.8936651612714267e-06
832,1.9797188892770146e-05
2884,1.4800599836310694e-06
840,2.8936651612714267e-06
847,3.195329663341584e-05
2896,2.8936651612714267e-06
2897,6.624907643501601e-06
2903,4.227049103172552e-05
856,4.725511756519758e-06
2905,1.4800599836310694e-06
2918,1.4800599836310694e-06
882,1.1880142351513191e-05
2934,3.4944020362313223e-06
2940,1.4800599836310694e-06
4988,2.893665161271427e-06
2942,1.2148851051698127e-05
894,2.3753606674030406e-06
896,2.8936651612714267e-06
899,1.4800599836310694e-06
905,1.8351675129373316e-05
2953,2.8936651612714267e-06
908,4.1342859014071584e-05
911,3.7490078963191975e-06
2961,1.4800599836310694e-06
2962,3.4944020362313223e-06
5013,2.8936651612714267e-06
2966,1.4800599836310694e-06
5015,1.4800599836310694e-06
920,1.5275402595939644e-05
5014,8.591356911664041e-06
922,3.749007896319198e-06
923,7.841283283012677e-06
921,2.8043894782015175e-06
5025,1.4800599836310694e-06
5027,1.4800599836310694e-06
5028,2.893665161271427e-06
5029,4.9243929378920505e-05
5030,3.195329663341589e-05
935,1.4800599836310694e-06
5032,4.513590053769591e-05
5036,1.4800599836310694e-06
2629,3.3332362721438745e-06
2992,1.4800599836310694e-06
950,1.4800599836310694e-06
5046,3.1953296633415826e-05
953,2.3753606674030406e-06
3003,1.4800599836310694e-06
959,2.8043894782015175e-06
3010,1.4800599836310694e-06
3018,1.6149427774198785e-05
977,1.4800599836310694e-06
3025,2.3450947980410974e-06
3027,2.893665161271427e-06
5080,2.8936651612714267e-06
988,2.5337771135721784e-05
5086,2.893665161271427e-06
997,4.6603974867069005e-06
3045,1.4800599836310694e-06
5096,1.4800599836310694e-06
3056,1.4800599836310694e-06
1012,1.4800599836310694e-06
1013,2.5938211378681134e-05
1014,3.1953296633415846e-05
1018,5.719569183851877e-05
1023,1.4800599836310694e-06
1024,1.4800599836310694e-06
1026,1.4800599836310694e-06
1027,1.4800599836310694e-06
5129,1.4800599836310694e-06
3084,1.4800599836310694e-06
5132,3.195329663341585e-05
3086,3.247066455681514e-06
1037,2.804389478201517e-06
3092,1.4800599836310694e-06
1046,1.8334612780411586e-06
3099,1.4800599836310694e-06
1065,3.19532966334158e-05
5162,7.856909359146561e-06
5163,2.8043894782015167e-06
1068,2.1868625724512483e-06
3119,2.8936651612714267e-06
1074,1.4800599836310694e-06
1076,2.8936651612714267e-06
3125,8.72800059158691e-06
3129,5.858012499145486e-06
1084,3.195329663341592e-05
1092,1.4612202758761952e-05
1094,1.5132118726126129e-05
1095,1.4800599836310694e-06
5193,1.4800599836310694e-06
1098,2.1868625724512483e-06
1100,3.195329663341577e-05
5200,2.186862572451248e-06
5201,3.5688168184022422e-06
5202,4.888965372656936e-06
5203,6.150250452928835e-06
5204,2.186862572451248e-06
1109,1.4800599836310694e-06
3157,2.8658058455653823e-06
3161,1.4800599836310694e-06
5212,1.4272409099185968e-05
1119,3.19532966334159e-05
3168,2.8936651612714267e-06
1121,3.195329663341582e-05
1122,2.3753606674030406e-06
1125,1.4800599836310694e-06
5221,1.4800599836310694e-06
5227,2.8936651612714267e-06
1133,3.1953296633415826e-05
5234,1.4800599836310694e-06
1139,1.4800599836310694e-06
5235,1.4800599836310694e-06
5237,6.6249076435016084e-06
3190,1.4800599836310694e-06
5239,7.809856065790505e-06
1140,2.893665161271427e-06
5240,5.211302465861251e-06
3197,1.4800599836310694e-06
3198,3.2612207267427787e-06
3203,1.4800599836310694e-06
3208,2.023365651306946e-06
3211,1.4800599836310694e-06
5259,4.023551387086691e-06
3214,1.6129592056743703e-05
1166,2.804389478201517e-06
3218,1.4800599836310694e-06
3219,4.61824129876261e-05
1174,3.1953296633415826e-05
3223,3.4786497623529184e-05
1185,4.140428592291017e-05
3236,1.4800599836310694e-06
3237,1.4800599836310694e-06
5284,4.0235513870867e-06
1191,5.17553314317102e-06
3239,2.1868625724512483e-06
1196,3.195329663341582e-05
3246,1.7941989971917366e-05
1201,4.060822935703334e-05
5297,2.8936651612714267e-06
5299,9.121185569364826e-06
1204,4.575722389405452e-06
1207,5.263754931106993e-06
3260,2.18145755800865e-05
5309,1.4800599836310694e-06
3264,1.4800599836310694e-06
1217,2.347536662298907e-05
3276,1.4800599836310694e-06
3278,1.4800599836310694e-06
1232,1.4800599836310694e-06
3281,1.8817616589960197e-05
3287,1.4800599836310694e-06
3293,7.658758523099058e-06
1257,2.1273545495820607e-05
5353,1.4800599836310694e-06
1260,4.158956264865549e-06
1261,2.804389478201517e-06
3308,1.4800599836310694e-06
1267,4.158956264865544e-06
1268,8.73835222830406e-06
1271,2.8936651612714267e-06
1277,3.1953296633415805e-05
1285,1.4800599836310694e-06
3333,2.893665161271427e-06
5384,4.3072703389117835e-06
1290,2.8936651612714267e-06
1291,3.195329663341588e-05
3345,1.4800599836310694e-06
5399,1.4800599836310694e-06
5403,1.4800599836310694e-06
5404,6.140101530358574e-06
3363,1.4800599836310694e-06
1316,9.325419305199467e-06
5413,1.4800599836310694e-06
1318,2.666779406541743e-06
3366,2.8936651612714267e-06
5411,9.920845312756121e-06
1317,2.5058941811221925e-06
3367,4.243968475533051e-06
5415,2.8936651612714267e-06
5420,1.4800599836310694e-06
1326,2.375360667403041e-06
5422,8.39011290392103e-06
1328,2.8043894782015175e-06
3377,2.3411559270676394e-05
1334,2.2031130350319463e-05
5433,1.4800599836310694e-06
1340,1.951261709511189e-06
3389,1.3742235803617031e-05
5438,3.1953296633415866e-05
5439,2.8936651612714267e-06
5441,1.4800599836310694e-06
5442,1.4800599836310694e-06
3395,1.4800599836310694e-06
3394,1.7769305962723464e-06
3397,1.4800599836310694e-06
1352,4.742262217727073e-06
1354,3.374918932456789e-06
3404,2.893665161271426e-06
1358,3.1953296633415866e-05
3408,1.7769305962723464e-06
5458,3.1953296633415866e-05
1363,2.1150323396171742e-05
1366,5.034434381106423e-06
3414,1.4800599836310694e-06
1368,2.8936651612714267e-06
3416,3.985336126168015e-06
5464,2.8936651612714267e-06
5472,5.266364662334891e-06
5473,5.266364662334891e-06
5476,2.8936651612714267e-06
1381,1.4800599836310694e-06
3429,9.672578412535424e-06
1383,2.1868625724512483e-06
1384,1.4800599836310694e-06
1385,1.4800599836310694e-06
1386,2.5597692674053094e-05
5480,1.4800599836310694e-06
5489,1.4800599836310694e-06
1394,1.4800599836310694e-06
1396,8.362443477957928e-06
3445,2.1868625724512483e-06
5492,3.195329663341588e-05
1403,2.2088614892454266e-06
3451,2.8936651612714267e-06
3452,2.8936651612714267e-06
3456,1.4800599836310694e-06
5506,4.243968475533055e-06
5507,3.1953296633415826e-05
3465,1.4800599836310694e-06
3470,2.4064394167881483e-06
5521,2.8936651612714267e-06
5522,3.195329663341581e-05
5524,1.4800599836310694e-06
3483,3.195329663341585e-05
3484,3.1953296633415826e-05
1437,4.092517742141674e-05
3487,1.4800599836310694e-06
3488,4.644958024710784e-06
3489,1.4800599836310694e-06
3490,2.8332430770417597e-06
3498,1.4800599836310694e-06
3500,3.412701809264227e-06
5549,1.4800599836310694e-06
5551,2.8936651612714263e-06
3504,4.158956264865543e-06
3511,1.4800599836310694e-06
5560,1.4800599836310694e-06
5568,3.1953296633415805e-05
1473,4.575722389405452e-06
3525,1.4800599836310694e-06
1478,1.4800599836310694e-06
3527,1.5031977464096204e-05
1487,1.4800599836310694e-06
3539,1.4800599836310694e-06
1492,8.05394623473443e-06
5590,3.195329663341588e-05
3545,1.715660846571129e-06
3547,1.4800599836310694e-06
1501,2.1868625724512487e-06
5598,1.4800599836310694e-06
3552,1.9011558818154143e-05
3553,1.4800599836310694e-06
3554,1.4800599836310694e-06
5602,2.8661483578982797e-06
3556,1.4800599836310694e-06
3555,2.1868625724512483e-06
3558,1.4800599836310694e-06
5606,2.4064394167881483e-06
5609,1.4800599836310694e-06
3562,2.321892903877411e-06
3563,1.7627810191591407e-06
3564,1.7627810191591407e-06
3565,1.7627810191591407e-06
3566,1.7627810191591407e-06
3567,2.0412819304619634e-06
5615,1.4800599836310694e-06
3569,2.0412819304619634e-06
3570,1.4800599836310694e-06
3571,1.4800599836310694e-06
3572,1.4800599836310694e-06
5618,3.195329663341588e-05
5619,3.195329663341588e-05
5614,1.4800599836310694e-06
1528,1.4800599836310694e-06
1529,3.429451337753635e-06
5622,3.2959250952617698e-06
5623,2.8661483578982797e-06
5636,1.4800599836310694e-06
1541,1.4800599836310694e-06
1543,9.640257438540506e-06
3591,1.4800599836310694e-06
1545,2.893665161271427e-06
3598,1.5155840981257389e-05
1550,1.4800599836310694e-06
5648,1.4800599836310694e-06
5649,3.1953296633415826e-05
1555,1.4732363645798045e-05
1556,4.0235513870866945e-06
5655,1.4800599836310694e-06
1565,1.4800599836310694e-06
1566,2.061163366778459e-05
3615,1.4800599836310694e-06
1568,1.4800599836310694e-06
5661,1.939768924741201e-06
1572,1.4800599836310694e-06
3630,2.6743526846805763e-05
1585,1.4800599836310694e-06
1591,2.8936651612714267e-06
3642,8.548085871832868e-06
3646,1.4800599836310694e-06
1600,2.8936651612714267e-06
3649,1.710940814938906e-05
3655,2.023365651306946e-06
3660,1.4800599836310694e-06
5612,2.8936651612714267e-06
1615,2.913578300951306e-05
5712,4.243968475533056e-06
3665,1.4800599836310694e-06
1620,4.158956264865546e-06
5717,1.4800599836310694e-06
3669,4.3072703389117835e-06
5719,1.4800599836310694e-06
1624,2.893665161271427e-06
5720,1.9512617095111884e-06
1629,1.4800599836310694e-06
1630,1.4800599836310694e-06
1631,1.4800599836310694e-06
3678,1.4800599836310694e-06
5729,7.134480694192498e-06
5730,1.4800599836310694e-06
5731,1.4800599836310694e-06
5732,1.4800599836310694e-06
3689,2.833243077041759e-06
1643,2.8936651612714267e-06
3695,1.4800599836310694e-06
1648,1.4800599836310694e-06
3699,2.1868625724512483e-06
1656,2.359682324860191e-05
1657,1.4800599836310694e-06
3704,1.4800599836310694e-06
3707,2.8936651612714267e-06
1662,1.4800599836310694e-06
5759,3.195329663341584e-05
1663,2.8936651612714267e-06
5761,3.195329663341584e-05
3714,5.324229515294151e-06
5762,1.939768924741201e-06
5763,3.1953296633415826e-05
1669,2.6146611638229112e-05
1670,1.7769305962723464e-06
3719,7.994032764751561e-06
1675,2.1868625724512487e-06
3723,2.8332430770417593e-06
3725,4.0235513870867e-06
3724,1.951261709511189e-06
3731,2.8936651612714267e-06
3732,1.4800599836310694e-06
1685,1.4800599836310694e-06
3734,4.243968475533055e-06
3735,1.5380510897094577e-05
3736,1.7769305962723464e-06
1689,1.715660846571129e-06
1690,7.071178830813771e-06
3738,2.8936651612714267e-06
5788,3.195329663341585e-05
5790,2.328681251268048e-06
5791,1.4800599836310694e-06
3744,6.215308427348423e-06
3746,1.4800599836310694e-06
1700,3.195329663341581e-05
1701,8.336413278877493e-06
5798,3.1953296633415826e-05
3748,2.8936651612714267e-06
1708,3.195329663341582e-05
3757,2.8207877661455694e-06
3756,3.0144852021408273e-06
3759,2.019393815597197e-06
3760,1.7769305962723464e-06
5806,1.939768924741201e-06
1719,1.4800599836310694e-06
3776,1.4800599836310694e-06
5824,2.1868625724512483e-06
5826,2.8936651612714267e-06
1731,1.2106989737976835e-05
3781,2.023365651306946e-06
3785,1.4800599836310694e-06
1743,7.252357842705347e-06
1744,2.8936651612714267e-06
5845,2.8936651612714267e-06
3800,1.4800599836310694e-06
1752,7.3030280707605345e-06
3804,1.4800599836310694e-06
1759,1.4800599836310694e-06
1763,1.4800599836310694e-06
5859,2.8936651612714267e-06
1764,4.3072703389117835e-06
5862,1.4800599836310694e-06
3815,3.1953296633415846e-05
3816,1.4800599836310694e-06
3813,2.893665161271426e-06
1765,7.505775584786712e-06
1771,6.0884583168726805e-06
1769,6.410119573315012e-06
3820,2.186862572451248e-06
1774,1.4800599836310694e-06
1779,3.195329663341583e-05
3828,2.8936651612714263e-06
3829,1.4800599836310694e-06
1787,3.1953296633415826e-05
3837,4.453595518781935e-06
5890,1.4800599836310694e-06
5896,3.1953296633415826e-05
1802,2.1868625724512483e-06
5899,1.4800599836310694e-06
1810,1.892211162734765e-05
3859,4.978402424768097e-06
3861,2.163610223510619e-05
1815,1.4800599836310694e-06
1819,1.4800599836310694e-06
3875,1.4800599836310694e-06
3876,2.328681251268048e-06
1829,1.4800599836310694e-06
3878,3.4369708289473034e-06
1832,5.691240116218906e-06
3881,1.4800599836310694e-06
5929,4.494542900692733e-06
1839,2.8936651612714267e-06
1840,5.657573653173412e-06
3888,2.023365651306946e-06
3887,1.4800599836310694e-06
1846,4.978402424768097e-06
3896,1.4800599836310694e-06
3897,1.9372746566001643e-05
3898,2.8332430770417593e-06
3903,1.4800599836310694e-06
1855,2.8936651612714267e-06
5955,3.1953296633415866e-05
1860,1.1389166799121651e-05
5956,1.4800599836310694e-06
5958,3.195329663341583e-05
5960,4.243968475533054e-06
5963,1.4800599836310694e-06
3917,1.4800599836310694e-06
5971,2.8936651612714263e-06
1877,2.7536828884621905e-06
1878,1.4800599836310694e-06
3928,1.4800599836310694e-06
1896,8.903540248625305e-06
1899,9.714476014882151e-06
5999,1.4800599836310694e-06
3957,2.8936651612714267e-06
3972,1.4800599836310694e-06
3973,1.4800599836310694e-06
3974,3.195329663341583e-05
3975,2.893665161271426e-06
3976,4.243968475533053e-06
1933,3.195329663341585e-05
3982,3.1953296633415866e-05
3986,2.8936651612714267e-06
3987,1.4800599836310694e-06
3990,2.8936651612714267e-06
1947,2.893665161271426e-06
1948,1.9486123107269173e-05
3996,9.278695890889333e-05
1953,2.436883576903671e-05
4004,1.4800599836310694e-06
1957,2.8936651612714267e-06
4007,2.8936651612714267e-06
1967,1.7769305962723464e-06
4015,1.4800599836310694e-06
4029,1.4800599836310694e-06
4030,1.4800599836310694e-06
1984,1.4800599836310694e-06
4035,2.023365651306946e-06
4036,1.951261709511189e-06
4038,1.4800599836310694e-06
1995,1.4800599836310694e-06
4047,1.4800599836310694e-06
4052,1.4800599836310694e-06
4054,1.4800599836310694e-06
4059,1.4800599836310694e-06
2013,2.8658058455653823e-06
2014,1.4800599836310694e-06
2017,3.4944020362313223e-06
2019,1.4800599836310694e-06
2026,1.4800599836310694e-06
4075,2.8936651612714267e-06
2028,1.8356109779544747e-05
4080,2.8936651612714267e-06
2040,2.8936651612714267e-06
2045,1.633265559230363e-05
